Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Kuwait,KWT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41473.3284370398,41185.0399212941,40147.4206231383,38874.5098297967,35824.1351032368,35792.7097863038,35051.8022559136,35522.7273695884,41189.4631833748,44820.2000238126,47847.8235910685,49268.2631186018,49588.7642751449,47965.0088277919,41936.8167711931,38497.6169579293,39652.1711776107,39733.2891914042,37924.4724387343,36259.6686830463,35053.5908361253,35250.9145753869,33545.6176294552
Kuwait,KWT,"Population, total",SP.POP.TOTL,269618,301336,338296,379891,425235,473554,524856,579007,634897,691129,746767,801142,854604,908520,964834,1024940,1089209,1157033,1227601,1299683,1372318,1442991,1511314,1580638,1655833,1738994,1836105,1942810,2038885,2096932,2099615,2035661,..,..,..,1610651,1631740,1715314,1836353,1957066,2050741,2109355,2143833,2169118,2207939,2276623,2377258,2503410,2652340,2818939,2998083,3191051,3395556,3598385,3782450,3935794,4052584,4136528
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,931.457997187948,944.064394122256,1049.98483072137,1056.95211164466,1095.93262805238,993.509724982556,845.709606636806,714.762829974722,571.403996831761,535.043964563196,564.531454061683,611.521285879766,614.989848634769,628.069322847163,654.312311839923,682.624141983275,676.269634182213,716.26425084356,757.374428304605,747.565616648644,762.520116111145,819.806297297808,880.278820143015,894.81795864929,880.037775119109,921.177039121392,905.165668802713,984.239033535116,1003.51040402907,1021.16079218508,1043.9511123578,1070.3234059346
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2172300,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6201500
Lao PDR,LAO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,422.951576101603,432.162177549622,440.592745024607,421.952650376156,401.629708308367,445.534091273214,462.001627182118,468.474495374103,481.089180990632,496.207531785497,523.435446182652,547.359929886507,572.85534679179,600.194932214993,612.590775482417,645.996039920063,672.167829902733,699.633479930959,729.894198967351,762.746261093459,799.073630455613,842.567630059211,900.275436525579,952.316936039329,1009.46077458393,1067.57591683447,1141.12711507419,1215.8817287986,1296.74566537316,1383.70298009413,1470.49970568185,1556.67071242887,1642.73009632529,1730.40481476004
Lao PDR,LAO,"Population, total",SP.POP.TOTL,2120896,2170343,2221122,2273349,2327137,2382594,2439196,2496920,2556852,2620434,2688428,2762265,2840841,2919287,2990965,3051577,3098973,3135842,3168843,3207328,3258144,3323377,3401242,3489977,3586381,3687898,3794043,3905163,4020295,4138408,4258472,4380073,4502363,4623280,4740380,4851923,4957180,5056519,5150763,5241284,5329304,5414568,5497273,5579656,5664605,5754026,5849356,5949787,6052190,6152036,6246274,6333487,6415169,6494557,6576397,6663967,6758353,6858160
Latvia,LVA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5140.52815929204,5321.39679038991,5857.03658202075,6298.12609983124,6515.89272282384,6934.72292638759,7478.76310467515,8103.58763662909,8872.10319923346,9717.10904632295,10873.4142851194,12278.3070358248,13614.2563693779,13270.0004134053,11547.9907675541,11326.2194746243,12270.3406215312,12924.7261592272,13381.3317300188,13758.9553079116,14284.2883301309,14733.8394398232,15553.3279725467
Latvia,LVA,"Population, total",SP.POP.TOTL,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1940740
Lebanon,LBN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5885.18811860861,3376.71179283224,4230.91224414035,5742.11086597224,5852.92774145123,6091.98162678945,6416.32652455242,6703.23022563793,6961.33174391701,6754.39114268882,6949.23388621219,6824.18315800386,6747.63317967161,6749.15226467587,6656.74170105283,6539.65727036371,6636.30314976965,6606.29200014322,6592.54407984392,7157.55078134418,7859.94420316084,8501.10851566555,8858.28397743868,8450.10746664779,8107.4441734323,7753.87964552098,7447.36434395053,7189.63371109902,7143.95909540687,7197.63042059815
Lebanon,LBN,"Population, total",SP.POP.TOTL,1804926,1864605,1925276,1984980,2041207,2092348,2136636,2174845,2210959,2250602,2297389,2353555,2416735,2480419,2535497,2575690,2598354,2606221,2604865,2602566,2605293,2615747,2632276,2651292,2667220,2676583,2677280,2672173,2668585,2676605,2703016,2752462,2821862,2900854,2974640,3033394,3070960,3092670,3113951,3156646,3235366,3359859,3522837,3701464,3863267,3986852,4057350,4086466,4111047,4183156,4337141,4588368,4916404,5276102,5603279,5851479,6006668,6082357
Lesotho,LSO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,257.216738830489,257.516396204402,291.709952363429,316.758808458195,336.464421964769,337.147247637867,329.238333355468,357.908420826429,349.408924642531,347.620366585603,347.955952658156,358.325555298223,350.327543991634,433.607775098595,470.676370125002,397.597304733658,430.641741033102,511.097336915459,588.881979347497,590.113836501215,559.261058206681,549.075738233979,559.534260352354,557.258485538419,575.145846284654,578.140484330369,594.06050888955,588.353760257028,628.74096248236,654.305736509331,681.785187879699,715.638862558698,750.451918231594,761.605253849683,792.2867524516,804.839087870182,837.5635585531,857.46274836985,860.737309486781,855.848055079524,880.371678771732,903.384777383862,902.099835131388,935.471223591383,943.613180274966,968.399911687998,1001.08706764943,1040.66757345517,1101.00441712382,1113.98481311091,1169.26784178666,1235.66277612407,1293.63341489502,1300.40615398731,1323.23773245461,1338.53537447682,1352.47670903277,1409.21694826995
Lesotho,LSO,"Population, total",SP.POP.TOTL,851591,866462,882170,898647,915822,933655,952206,971512,991491,1012015,1033050,1054453,1076340,1099235,1123855,1150635,1179723,1210799,1243352,1276663,1310118,1343690,1377346,1410439,1442212,1472192,1499861,1525460,1550262,1576022,1603938,1634517,1667121,1700362,1732257,1761359,1787273,1810453,1831298,1850527,1868699,1885955,1902312,1918097,1933728,1949543,1965662,1982287,1999930,2019209,2040551,2064166,2089928,2117361,2145785,2174645,2203821,2233339
Liberia,LBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1273.48409579715,1276.4453705451,1265.43269366103,1265.65694732226,1301.0205793754,1332.23791559086,1401.47668698969,1460.5770202913,1493.23836619368,1562.45008146029,1624.33187973852,1659.86275668963,1682.86308762163,1600.41427460179,1630.06136539082,1528.91976268549,1564.58796144923,1544.91510032121,1572.90929984243,1574.80631125003,1461.13117906694,1379.40261980175,1296.56604126479,1228.98995475447,1171.78765547477,1144.17104237243,1120.22467430047,1114.47606683995,1104.79599190913,822.921638373248,409.566918129436,357.608220906323,236.446997830677,160.258822047815,124.59557706295,115.794135586347,122.856110468139,235.451340671043,283.431706361217,321.904554323715,392.490207474937,389.548437855619,394.739885375532,271.022142025795,272.855156742636,279.796234287132,292.037742262349,307.39961859516,315.876086306823,319.655736409264,327.420509735634,343.646400315538,361.232507392421,383.079439650093,376.588857333968,367.475978462181,352.646078449267,352.285953096392
Liberia,LBR,"Population, total",SP.POP.TOTL,1120313,1144986,1170480,1196890,1224344,1252972,1282814,1313941,1346491,1380637,1416529,1454198,1493711,1535229,1578952,1625013,1672300,1720489,1771256,1826881,1888314,1957456,2031850,2102911,2159089,2192555,2201833,2191023,2165090,2131525,2097232,2060267,2022729,2000248,2012885,2073482,2191179,2358469,2551062,2734518,2884522,2991132,3062863,3116233,3176414,3261230,3375838,3512932,3662993,3811528,3948125,4070167,4181563,4286291,4390737,4499621,4613823,4731906
Libya,LBY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8782.82624669327,8967.24745280595,8671.83645416692,8453.58471619258,9403.45364734458,9670.08454821137,10653.7843994307,11175.1298703495,11707.9853966875,11856.0205416973,11631.7190077153,12120.5621692062,4578.5318147555,10208.6746093065,8823.55195287948,6697.1032785127,6073.40620029268,5848.93736052847,7314.6243955018
Libya,LBY,"Population, total",SP.POP.TOTL,1448417,1498071,1550813,1607171,1667825,1733306,1803683,1878877,1958914,2043818,2133526,2228146,2327490,2430755,2536888,2645139,2754696,2865637,2979093,3096729,3219466,3347781,3480454,3614689,3746715,3873781,3994591,4109703,4220418,4328914,4436661,4544293,4651004,4755289,4855003,4948798,5035884,5117269,5195502,5274163,5355751,5440566,5527515,5615952,5704759,5792688,5881435,5970362,6053078,6121053,6169140,6193501,6198258,6195970,6204108,6234955,6293253,6374616
Liechtenstein,LIE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141165.082856705,..,..,..,..,..,..,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,16495,16894,17290,17718,18170,18649,19153,19691,20236,20765,21265,21726,22151,22563,22981,23432,23926,24440,24962,25447,25866,26224,26515,26765,27011,27257,27524,27802,28095,28407,28747,29108,29497,29919,30365,30833,31325,31838,32355,32842,33286,33671,34018,34321,34596,34852,35095,35322,35541,35766,36003,36264,36545,36834,37127,37403,37666,37922
Lithuania,LTU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5322.41952544427,5639.23688820173,6152.13698762214,6659.5980950334,6630.9145655744,6933.58786910926,7447.07745294769,8014.63690893918,8931.51953507369,9624.01373328868,10537.9103730548,11500.5291506331,12928.2599422279,13405.1882370579,11546.8222513116,11984.8685698823,12999.4267391649,13679.1490041819,14301.7297553804,14935.5350183879,15383.4626350521,15945.5234844081,16793.2500425428
Lithuania,LTU,"Population, total",SP.POP.TOTL,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2827721
Luxembourg,LUX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27085.591034599,27867.7813926413,27902.5261750005,28563.7962994926,30467.4525053972,29901.4154996991,30015.244266117,29981.5239513973,31156.3929231969,34096.0649150147,35457.2357263496,36057.4545649601,37973.1601384384,40677.8999706537,41842.2230973305,38667.8731800886,39452.0962191387,40001.8770952766,41557.3052955045,42432.5617878677,42637.318543117,42277.6013648631,42720.7950511756,43986.0798933195,46659.4879243767,47869.4833743858,52413.0507542691,54131.9196013879,58288.7672145164,63380.4728401178,65921.9101702064,70667.2383696508,71003.6691215862,72999.737639745,74763.8711649339,74776.8054689525,74790.0675957683,78075.5305619111,81771.4409779514,87516.4451246197,93462.9248464056,94695.3392381768,97287.5972796708,97678.4605355307,99778.4687902506,101380.774586459,104943.440343903,111968.349480982,108577.352288198,101939.613397919,104965.306078267,105264.748445355,102404.611908171,103721.747011941,107152.908941893,107648.608007826,108600.934880422,107865.273531068
Luxembourg,LUX,"Population, total",SP.POP.TOTL,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,599449
"Macao SAR, China",MAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16449.0454442247,17419.5550258983,18129.4079293964,17515.979764146,17923.8007435864,19648.6165913069,20351.5769310928,20602.196773295,21532.2194175484,21700.1293212268,23996.3940758166,24703.3654953497,25235.1629521066,25544.5806858823,24928.282834057,24363.6028975676,22780.4611830211,21777.3297894302,22524.4861754582,22640.6745860191,24072.0612454618,26220.0959040131,32438.3950843362,34246.0225667852,37959.2097064066,42537.7752705939,43081.3532324094,42739.3282483716,52374.7944457228,62279.5172760203,66449.039114852,72183.5294712492,69749.1566245854,53580.4908597492,52144.0288870665,55936.8030798414
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,167796,170465,176188,184250,193563,203231,213196,223420,233004,240842,246195,248739,248767,246947,244284,241628,239085,236695,235198,235479,238118,243427,251219,260997,271993,283581,295677,308275,320877,332901,343935,353764,362459,370345,377960,385686,393567,401564,409837,418604,427979,438081,448896,460147,471453,482559,493320,503823,514348,525313,536969,549439,562531,575841,588781,600942,612167,622567
"Macedonia, FYR",MKD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3853.92191296705,3621.4134853042,3391.56046004572,3145.56068984773,3093.88209795061,3057.0042264058,3083.60699032172,3112.12313364961,3197.35323921619,3315.75660792143,3448.83445241989,3329.92082620229,3369.63204806621,3436.96760478547,3591.29332643128,3755.0365918725,3942.43613357929,4192.9484874595,4418.26742857375,4398.77380483572,4542.90410449183,4645.51500231041,4620.63731658815,4751.90141063734,4920.21606259193,5104.77738844088,5249.22382597843,5245.3596064345
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,1488667,1507654,1527111,1547450,1569141,1592432,1617794,1644943,1672399,1698143,1720800,1739521,1754956,1768992,1784398,1803010,1825552,1851069,1877688,1902719,1924197,1941530,1955243,1965895,1974415,1981534,1987538,1992274,1995513,1996870,1996228,1993302,1988659,1984028,1981703,1983252,1989443,1999599,2012057,2024394,2034819,2042842,2048928,2053426,2057047,2060272,2063145,2065458,2067378,2069093,2070739,2072383,2074036,2075739,2077495,2079308,2081206,2083160
Madagascar,MDG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,716.081771159348,713.377382784594,712.004056481812,688.181696449386,697.791665601797,677.291224191965,673.827468059623,692.941343363655,721.151433268645,728.421870931534,746.521973479786,755.012720330563,725.148376944682,686.782162654076,681.190405580626,670.571833889645,631.81266235018,628.577778512159,594.595029190067,634.723337793161,621.715476634948,545.472013503856,520.355914513284,510.125926689984,504.150290815363,495.655446418753,491.275875272196,483.262597977384,485.810598619473,491.435526108866,492.398908832677,448.035509251794,440.137210467183,436.101667406309,422.746160759111,416.938320785458,412.808337480976,414.774253712874,417.66667602124,423.576141162102,430.108996269166,442.135823538468,374.489090807365,398.901978555256,407.517462052747,413.867494917738,422.141167051048,435.717245157376,453.636564218075,423.305740799147,412.730934137725,407.327281863527,408.342125554289,406.374993170931,408.66103313398,410.194159196256,416.002717256506,421.891245665385
Madagascar,MDG,"Population, total",SP.POP.TOTL,5099373,5223568,5352503,5486319,5625164,5769218,5918595,6073526,6234465,6401921,6576305,6757850,6946620,7142627,7345780,7556026,7773449,7998164,8230218,8469672,8716553,8971345,9234129,9504281,9780872,10063495,10352120,10647754,10952395,11268658,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880268,19433523,19996469,20569121,21151640,21743949,22346573,22961146,23589801,24234088,24894551,25570895
Malawi,MWI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,241.186085090714,253.898344855601,249.89398233987,240.837955971689,241.551464895432,268.001214697424,296.249689360129,310.074765858859,296.552214917319,306.029077543831,299.528548100157,338.907259792195,350.327467194044,348.537822676707,363.067000850227,374.133634222451,381.172481474952,387.636702331386,412.275682240475,417.495358940118,407.171657868823,375.607059054908,375.695380074878,379.318009180592,386.056202227114,386.058057177502,364.303498413161,347.665133663368,337.245849059576,324.578888245948,330.591120164555,351.861643331406,323.091772585869,353.455711818268,315.929623949565,364.608505668198,383.517887258826,387.630640020127,390.582491913197,390.089366695589,384.680169731663,355.55084871916,352.028451075147,362.371936368191,371.787370319128,373.232124951135,379.438608020211,403.494596818576,421.226144835484,442.557284715216,458.868174427665,466.963342157269,461.887341804434,471.840466288291,484.368624882756,483.628811026417,481.451936704379,486.445325013324
Malawi,MWI,"Population, total",SP.POP.TOTL,3618595,3700023,3784439,3872118,3963417,4058673,4158124,4262005,4370650,4484439,4603723,4728703,4859610,4996940,5141202,5292808,5454705,5627533,5806845,5986332,6163080,6327569,6484452,6661358,6895928,7211105,7625305,8120093,8636935,9094671,9437553,9641153,9729717,9755857,9796976,9909088,10109789,10381862,10704744,11044356,11376172,11695863,12013711,12336687,12676038,13039711,13429262,13840969,14271234,14714602,15167095,15627618,16097305,16577147,17068838,17573607,18091575,18622104
Malaysia,MYS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1353.84563175782,1411.48665322421,1454.71007893657,1512.52828402123,1545.38738677819,1616.52914829636,1695.9926661088,1716.49143162132,1808.14398824196,1851.33462763891,1915.89868162342,2058.91687941453,2200.1267414229,2400.65660858318,2539.34683401576,2498.41633120629,2718.79948069815,2855.9171088196,2968.76607777197,3165.00979722584,3317.26306146715,3463.2874742141,3583.72004033685,3718.36473960163,3908.5909965016,3767.50404959209,3708.19501765069,3787.40445093276,4040.91376876118,4279.24154907172,4534.82968518466,4836.02884338637,5131.87048019413,5500.15889245115,5858.99271116631,6275.16370453062,6729.57533504171,7040.84417128266,6360.99785894443,6589.65415290689,7009.65536221043,6893.33324631622,7114.87116719903,7377.36462815624,7725.90412200862,7983.95256932059,8273.72528126676,8635.56637871742,8890.79306535916,8599.43552319223,9071.35698672103,9377.18756674544,9708.93699434129,9981.15457978059,10398.2269045467,10745.0454732509,11031.8215581749,11521.4544635159
Malaysia,MYS,"Population, total",SP.POP.TOTL,8157106,8418460,8692815,8974084,9253963,9526563,9789982,10046172,10297801,10549226,10803978,11062338,11324251,11592698,11871233,12162369,12468893,12790546,13123069,13460201,13798125,14133840,14470633,14818617,15191625,15598942,16045047,16525108,17027588,17535971,18038321,18529454,19012724,19494967,19986894,20495597,21023321,21565325,22113464,22656286,23185608,23698907,24198811,24688703,25174109,25659393,26143566,26625845,27111069,27605383,28112289,28635128,29170456,29706724,30228017,30723155,31187265,31624264
Maldives,MDV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4600.66960021725,4861.85694917014,5171.480163055,5457.24174933921,5682.84546464782,5777.21636705743,5420.94822173714,5670.46921861494,6282.23184648376,6485.02417932449,5484.95025483218,6736.81325837187,7068.65176524582,7537.6368276121,6806.40505244571,7100.40589910181,7490.44520605577,7458.86004688392,7776.54393091808,8124.70775930174,8105.54024678614,8416.94474783169,8980.03398204722
Maldives,MDV,"Population, total",SP.POP.TOTL,89887,92350,94938,97584,100214,102766,105190,107538,109959,112651,115768,119378,123441,127791,132195,136519,140665,144736,148892,153386,158385,163935,169960,176356,182953,189637,196357,203124,209885,216595,223215,229754,236190,242459,248433,254082,259327,264275,269206,274484,280384,287027,294341,302209,310423,318836,327371,336070,345054,354501,364511,375131,386203,397397,408247,418403,427756,436330
Mali,MLI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,340.694160737303,348.766695543999,344.766763472006,360.534650285483,363.955118465297,378.774828378587,366.776111917244,354.807745218026,389.09342306841,434.428121429205,454.049860536904,439.618172297282,476.579133206343,447.374730484921,445.074200482825,403.677528670709,402.523438789013,393.546820281719,465.029650681301,470.150896978918,462.944298574899,490.289241667364,502.853259089517,481.254851922966,526.136352725205,496.813828953952,499.220412077353,504.358537908145,495.698185992357,517.086960734825,528.268274597294,553.665074170031,569.704206145799,553.578011379499,620.28478371654,620.558309986618,656.49188813152,645.922979170616,666.257623041383,674.740126499254,675.409208703543,684.494418446572,693.546068446026,708.370763247419,709.399379806696,683.001597367231,678.756280584149,705.788472691968,726.248067030662,745.870724513615,762.225969530664
Mali,MLI,"Population, total",SP.POP.TOTL,5263733,5322266,5381368,5441613,5503752,5568484,5635859,5706199,5780835,5861412,5949045,6044530,6147458,6256187,6368348,6482278,6596773,6712401,6831295,6956579,7090126,7234303,7387656,7543743,7693667,7831889,7955164,8067758,8180728,8309531,8465188,8652514,8868263,9105472,9353385,9604450,9856810,10114094,10380835,10663723,10967690,11293258,11638929,12005128,12391906,12798763,13227064,13675606,14138216,14606597,15075085,15540989,16006670,16477818,16962846,17467905,17994837,18541980
Malta,MLT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,3742.80828399907,3834.02315146026,4061.22012395459,4233.10294046748,4661.10072595146,5532.03936424782,6440.57462341685,7197.15432640375,7917.5938621124,8659.98647944964,9173.78780569755,9408.16482368309,9418.8747716498,9230.17562880887,9315.21348262343,9389.62825395008,9592.80062622978,9918.57833273914,10665.2248047161,11425.7952120037,12026.4033042837,12439.0323766971,12888.8838287686,13332.575437453,13954.885988878,14736.8776237922,15193.4620113725,15871.6084604188,16577.0327879946,17256.851592428,18306.665059282,18280.2135257269,18685.6556885791,19035.3611499787,18991.7828034799,19585.1242660293,19870.7522043411,20590.9521864608,21142.0208113957,20466.5636022539,21087.7946931036,21276.4102494591,21657.9695696099,22340.7537228461,23676.0323628219,25342.0222902837,26064.1713762244,27145.8105379443
Malta,MLT,"Population, total",SP.POP.TOTL,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,465292
Marshall Islands,MHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2232.4124263551,2239.36643891564,2470.85177373697,2449.22117663101,2189.83178214969,2600.35041676823,2712.35206554261,2796.88827263541,2644.487739609,2630.06799367473,2568.46388640348,2701.54791447106,2825.4712793524,2960.37205796898,3175.88412211668,2827.28254199938,2630.15493756105,2543.8812812622,2475.55845841277,2617.36543188505,2756.47586057403,2829.93700793756,2837.03617811905,2842.69011563305,2926.63526948447,2967.3712327336,3072.29376265469,3017.0710719868,2961.92708581645,3146.76394849785,3177.63858364116,3279.96359972417,3365.46541708746,3333.3610463618,3315.19293500707,3373.94553773079,3454.32339023195
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,14662,15051,15547,16114,16710,17284,17842,18388,18961,19622,20395,21313,22341,23439,24531,25576,26552,27470,28405,29418,30576,31893,33330,34892,36561,38333,40204,42153,44063,45814,47298,48475,49378,50048,50575,51015,51401,51692,51925,52079,52159,52183,52158,52116,52074,52055,52078,52137,52218,52320,52425,52542,52663,52793,52898,52994,53066,53127
Mauritania,MRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,791.085349969369,888.015853255441,868.935036606863,827.2733782388,1025.95705873929,1157.16552884236,1126.33855626854,1132.81205354076,1212.26354617634,1191.97261484153,1296.3616535581,1282.25461879573,1236.29234116826,1145.80653072587,1248.41135141659,1150.53495293223,1213.35833418898,1156.83528963395,1118.43300689938,1138.83473225561,1143.85999685848,1149.71162983454,1090.89902782027,1099.59489323072,1034.23490018728,1035.63975165482,1064.72662310538,1055.37223665678,1044.48609030037,1065.01873817539,1018.27052039406,1009.10876654537,1001.02075616179,1031.7071011952,972.880754408054,1038.26411975344,1066.51936749451,992.595531345544,989.103322251003,1033.13925934996,998.106967953895,988.470248312813,966.472927649456,995.194650546284,1022.75037037495,1083.19527441262,1251.63016374212,1251.15437699274,1229.45438685399,1182.37837016932,1203.38366252431,1223.34460125276,1256.20196971185,1293.55548551849,1326.15865461139,1306.64958344716,1296.00740028339,1305.20504287568
Mauritania,MRT,"Population, total",SP.POP.TOTL,858168,883221,909174,936016,963747,992367,1021882,1052286,1083583,1115788,1148908,1182954,1217941,1253874,1290790,1328686,1367563,1407436,1448414,1490603,1534085,1578938,1625124,1672496,1720812,1769942,1819954,1870978,1923002,1976030,2030140,2085202,2141445,2199791,2261403,2327075,2397245,2471598,2549223,2628803,2709359,2790729,2873228,2957117,3042823,3130720,3220653,3312665,3407541,3506288,3609543,3717672,3830239,3946170,4063920,4182341,4301018,4420184
Mauritius,MUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2343.41252029792,2456.54852673165,2517.53794944222,2561.10373386964,2264.91400448796,2362.86654927054,2462.4684697324,2449.29007422243,2537.69039998768,2692.0803446425,2931.84339774709,3168.72070022049,3360.70458854281,3483.97828553588,3707.85678044001,3830.7413227819,4026.89230367839,4181.67106303697,4294.08812067805,4439.86281298095,4640.25302541719,4843.14424524771,5083.42333885946,5150.24990923686,5560.23464877619,5658.44969158121,5738.05597447947,5905.00121337216,6205.25319645813,6245.19695733021,6746.88662255439,7100.86182329714,7456.36924572353,7683.12492469643,8000.37643182154,8313.27125393119,8580.08564924831,8848.88703200817,9163.63335427008,9468.94070050164,9822.00813402345,10186.0538222188
